"","GTEX.1117F.0011.R4b.SM.GI4VM","GTEX.111FC.0011.R4a.SM.GIN8K","GTEX.117XS.0011.R4b.SM.GJ3PR","GTEX.11DXY.0011.R4b.SM.GI4VR","GTEX.11DYG.0011.R4b.SM.GJ3RG","GTEX.11GS4.0011.R4a.SM.GJ3RJ","GTEX.11GSO.0011.R4b.SM.GJ3R8","GTEX.11NUK.0011.R4a.SM.DO12B","GTEX.11NV4.0011.R4a.SM.GI4XC","GTEX.11OF3.0011.R4a.SM.GJ3RB","GTEX.11ONC.0011.R4b.SM.DO93H","GTEX.11PRG.0011.R4a.SM.DNZZR","GTEX.11TTK.0011.R4a.SM.DNZZU","GTEX.11ZTS.0011.R4b.SM.GINAQ","GTEX.11ZU8.0011.R4a.SM.5BC6Y","GTEX.11ZVC.0011.R4a.SM.5BC6Z","GTEX.12WSA.0011.R4a.SM.57WB7","GTEX.12WSC.0011.R4a.SM.H6Q8M","GTEX.12WSD.0011.R4b.SM.5LZUA","GTEX.12WSF.0011.R4b.SM.5HL88","GTEX.12WSH.0011.R4a.SM.5GU6K","GTEX.12ZZW.0011.R4a.SM.5DUX9","GTEX.12ZZY.0011.R4a.SM.GIN9F","GTEX.12ZZZ.0011.R4b.SM.5DUV7","GTEX.13112.0011.R4b.SM.5DUXL","GTEX.1313W.0011.R4b.SM.5KLZV","GTEX.131XH.0011.R4b.SM.5DUWB","GTEX.131YS.0011.R4a.SM.5DUVL","GTEX.1399T.0011.R4b.SM.5DUVX","GTEX.139T8.0011.R4a.SM.5HL54","GTEX.13CZV.0011.R4b.SM.5J2NY","GTEX.13FHO.0011.R4b.SM.H6611","GTEX.13FLV.0011.R4a.SM.5LZYU","GTEX.13JVG.0011.R4a.SM.5MR4C","GTEX.13N1W.0011.R4a.SM.5MR52","GTEX.13N2G.0011.R4b.SM.5MR54","GTEX.13NYB.0011.R4b.SM.9QEGJ","GTEX.13NYS.0011.R4b.SM.5MR3O","GTEX.13O3O.0011.R4b.SM.5KM3F","GTEX.13O3Q.0011.R4a.SM.5P9H2","GTEX.13OVH.0011.R4a.SM.5KM3W","GTEX.13OVJ.0011.R4b.SM.5P9H5","GTEX.13OVL.0011.R4b.SM.5L3HV","GTEX.13OW5.0011.R4b.SM.5L3HS","GTEX.13OW6.0011.R4a.SM.5O9DX","GTEX.13OW7.0011.R4b.SM.5O9CX","GTEX.13OW8.0011.R4a.SM.9WG6V","GTEX.13PLJ.0011.R4b.SM.GJ3R6","GTEX.13PVQ.0011.R4a.SM.5O9CT","GTEX.13QIC.0011.R4a.SM.5PNX8","GTEX.13QJC.0011.R4a.SM.H65ZP","GTEX.13RTJ.0011.R4b.SM.5PNX1","GTEX.13SLW.0011.R4b.SM.5S2W2","GTEX.13SLX.0011.R4a.SM.5O9BJ","GTEX.13VXU.0011.R4b.SM.5O9CI","GTEX.13X6I.0011.R4b.SM.5PNU9","GTEX.13X6J.0011.R4b.SM.5P9K4","GTEX.13X6K.0011.R4b.SM.5P9HO","GTEX.1445S.0011.R4a.SM.5PNWN","GTEX.144GL.0011.R4a.SM.5PNUI","GTEX.145LS.0011.R4b.SM.5S2UT","GTEX.145LU.0011.R4b.SM.5P9K1","GTEX.147F4.0011.R4b.SM.GJ3R4","GTEX.147GR.0011.R4a.SM.5S2V2","GTEX.14ABY.0011.R4b.SM.5S2VN","GTEX.14ASI.0011.R4a.SM.69LQ4","GTEX.14BIM.0011.R4b.SM.5S2RK","GTEX.14BMV.0011.R4a.SM.H6Q7P","GTEX.14C5O.0011.R4b.SM.G9ERF","GTEX.14DAQ.0011.R4a.SM.5YYAI","GTEX.14E7W.0011.R4b.SM.62LEA","GTEX.14JFF.0011.R4a.SM.5ZZV5","GTEX.14JG1.0011.R4b.SM.62LEB","GTEX.14JIY.0011.R4b.SM.5ZZV7","GTEX.14PJM.0011.R4a.SM.5YYAS","GTEX.14PN4.0011.R4a.SM.686ZT","GTEX.14PQA.0011.R4b.SM.6AJBU","GTEX.15CHQ.0011.R4a.SM.686ZX","GTEX.15DCD.0011.R4a.SM.69LPB","GTEX.15DYW.0011.R4a.SM.6M46V","GTEX.15EO6.0011.R4a.SM.7KUKZ","GTEX.15ER7.0011.R4a.SM.6M46S","GTEX.15RJE.0011.R4a.SM.H7OH4","GTEX.15SHU.0011.R4b.SM.7IGLC","GTEX.16YQH.0011.R4a.SM.7EPGI","GTEX.17EVP.0011.R4a.SM.79OML","GTEX.17EVQ.0011.R4b.SM.7LT94","GTEX.17F97.0011.R4b.SM.7KFS2","GTEX.17HG3.0011.R4a.SM.7IGLL","GTEX.1A3MX.0011.R4b.SM.7EWFK","GTEX.1AX9I.0011.R4b.SM.7EPIB","GTEX.1B8L1.0011.R4a.SM.7EWFJ","GTEX.1B996.0011.R4b.SM.9OSVO","GTEX.1C6VR.0011.R4b.SM.9QEGZ","GTEX.1C6WA.0011.R4a.SM.9QEH2","GTEX.1CB4G.0011.R4b.SM.CJI28","GTEX.1E1VI.0011.R4b.SM.9QEHV","GTEX.1EMGI.0011.R4b.SM.CJI2D","GTEX.1EX96.0011.R4a.SM.ARU82","GTEX.1F48J.0011.R4b.SM.9OSVX","GTEX.1F6IF.0011.R4b.SM.CKZNJ","GTEX.1F75A.0011.R4a.SM.ARL8J","GTEX.1F7RK.0011.R4b.SM.9QEI7","GTEX.1GF9W.0011.R4a.SM.CE6RH","GTEX.1GMR8.0011.R4a.SM.9OSX1","GTEX.1GN73.0011.R4b.SM.9QEIK","GTEX.1GTWX.0011.R4a.SM.C1YQI","GTEX.1GZ4I.0011.R4a.SM.9QEI9","GTEX.1H1DG.0011.R4a.SM.CE6RQ","GTEX.1H1ZS.0011.R4b.SM.CKZO7","GTEX.1H23P.0011.R4b.SM.CL54R","GTEX.1H3NZ.0011.R4a.SM.CL54T","GTEX.1H3O1.0011.R4b.SM.A9SKE","GTEX.1HB9E.0011.R4b.SM.ARZLS","GTEX.1HBPH.0011.R4a.SM.A96RX","GTEX.1HBPI.0011.R4a.SM.CJI3K","GTEX.1HCU6.0011.R4b.SM.ARU74","GTEX.1HFI6.0011.R4b.SM.A96RT","GTEX.1I1GR.0011.R4a.SM.CMKHC","GTEX.1ICLZ.0011.R4a.SM.CMKHL","GTEX.1IY9M.0011.R4a.SM.C1YQ2","GTEX.1J1OQ.0011.R4a.SM.D4P2A","GTEX.1J8EW.0011.R4b.SM.ARU89","GTEX.1J8Q2.0011.R4a.SM.ADEHA","GTEX.1JJ6O.0011.R4a.SM.EY5YM","GTEX.1JMLX.0011.R4a.SM.EY5YJ","GTEX.1JMOU.0011.R4b.SM.EY5ZL","GTEX.1JMQJ.0011.R4b.SM.EXUT8","GTEX.1JMQK.0011.R4a.SM.G8LLQ","GTEX.1JN1M.0011.R4b.SM.F6494","GTEX.1KWVE.0011.R4a.SM.F3K5X","GTEX.1LB8K.0011.R4b.SM.F6487","GTEX.1LH75.0011.R4a.SM.F2TAM","GTEX.1LKK1.0011.R4b.SM.EY5YA","GTEX.1LSVX.0011.R4b.SM.EXURP","GTEX.1LVA9.0011.R4a.SM.F2TA2","GTEX.1LVAO.0011.R4a.SM.EXURO","GTEX.1MJK2.0011.R4a.SM.F3426","GTEX.1N2DW.0011.R4b.SM.EZ6MD","GTEX.1N2EE.0011.R4a.SM.EXOII","GTEX.1N2EF.0011.R4a.SM.F341F","GTEX.1NV8Z.0011.R4b.SM.G8LMZ","GTEX.1O9I2.0011.R4b.SM.F3K4K","GTEX.1OJC4.0011.R4a.SM.F3K54","GTEX.1P4AB.0011.R4b.SM.F2T9S","GTEX.1PIIG.0011.R4a.SM.F2TAQ","GTEX.1POEN.0011.R4b.SM.F3K4O","GTEX.1PPGY.0011.R4a.SM.F3K4F","GTEX.1PWST.0011.R4a.SM.F2T9X","GTEX.1QMI2.0011.R4b.SM.F3K4R","GTEX.1QP6S.0011.R4b.SM.F33ZY","GTEX.1R46S.0011.R4b.SM.F2TBF","GTEX.1RDX4.0011.R4b.SM.F3K43","GTEX.1RLM8.0011.R4a.SM.F2TBL","GTEX.1RQEC.0011.R4b.SM.F342C","GTEX.1RQED.0011.R4b.SM.F2I2X","GTEX.N7MT.0011.R4a.SM.2I3G9","GTEX.NL4W.0011.R4a.SM.2I5GZ","GTEX.NPJ7.0011.R4a.SM.2I3GJ","GTEX.NPJ8.0011.R4a.SM.2HML3","GTEX.OHPN.0011.R4A.SM.2I5FD","GTEX.PVOW.0011.R4A.SM.H6Q8O","GTEX.Q2AG.0011.R4A.SM.2HMKA","GTEX.QVJO.0011.R4A.SM.2S1QL","GTEX.QVUS.0011.R4A.SM.3GAE7","GTEX.RNOR.0011.R4A.SM.3GAD3","GTEX.S7SE.0011.R4A.SM.2XCDB","GTEX.TSE9.0011.R4A.SM.3DB7H","GTEX.WHSE.0011.R4A.SM.3P5ZN","GTEX.WVLH.0011.R4A.SM.3MJFS","GTEX.WZTO.0011.R4A.SM.3NMC7","GTEX.X4XX.0011.R4B.SM.46MWL","GTEX.X585.0011.R4B.SM.46MVH","GTEX.XLM4.0011.R4B.SM.4AT5C","GTEX.YFC4.0011.R4a.SM.4RGLQ","GTEX.ZAB4.0011.R4a.SM.4SOKB","GTEX.ZAK1.0011.R4a.SM.6AJBK","GTEX.ZVZQ.0011.R4b.SM.57WCZ","GTEX.ZYY3.0011.R4a.SM.GQ1CY","GTEX.ZZPT.0011.R4a.SM.GPRX4"
"1226",0.014701,0.344555,0,0.343771,0.058938,0.872757,0.429429,0.690862,1.16218,0.234313,4.14299,0.077646,5.92914,0,0.145347,0.060531,0.054446,1.19847,0,2.45333,1.65523,0,0.096881,0.43749,0.1237,0,0.658593,0.175229,2.37737,0.534665,0.559733,3.0835,0.579192,0.018899,1.28406,2.36415,0.277346,0.447201,1.12901,0.073023,0.641044,2.17233,0.180952,0.022245,0.464724,0.104498,0.012036,0.031986,1.27992,0.624255,0,4.14014,2.76724,0.242237,1.45239,5.18796,2.70578,1.25103,3.52222,0.44099,3.04696,0.012598,1.15667,1.3728,0.16657,0,2.82981,0,10.2803,0.352622,7.35331,0.129081,0.572555,1.16944,0.452685,4.66489,0.79227,0.799428,2.13842,0.779744,0,0,1.79399,0.281121,0,1.01604,0.275262,0.513139,0.415777,1.26168,1.77606,1.5905,6.98874,0.144138,4.39643,1.16957,0,3.72634,0,0.43292,0.364284,0.026387,0.908662,0.035611,1.91931,0.750971,0.529701,0.033652,5.54918,0,0.017146,1.56248,0.70672,6.61444,1.11393,0.222443,0.419628,1.14222,0.095375,0.428921,0.802165,0.191136,0.258767,0.034219,0.483187,0.071585,1.26762,1.0506,0.053446,0.259085,0.212591,0,5.32961,0,0,0.982507,0.312035,1.39305,4.23278,0.188007,5.88627,0.541237,0,0.034569,0.255517,2.97488,0,0.198882,5.66873,1.53281,0.144112,0.390008,0.153421,0.169223,0.071776,1.48675,6.65625,1.66218,0.072016,0.019703,1.47914,1.83068,0,9.38755,12.4059,0.359204,0.360125,0.496409,0.944594,0.627433,0.21247,0.166065,0,0.792625,0.744821,1.3509,0.96331,0.104574,0.021683,0
"1227",12.8473,15.9285,18.4853,27.9897,14.5034,15.626,14.4762,11.2619,17.6996,16.9217,13.7865,14.6388,9.0137,6.56404,3.70378,7.89696,7.96326,8.60678,15.2185,11.2924,10.2697,8.0167,22.0242,5.82003,11.0541,13.9502,23.1525,18.138,8.50634,8.24027,7.17308,13.69,17.2076,7.51973,17.6008,20.8652,11.4666,13.3494,13.4699,16.4769,9.09054,15.552,7.66047,13.3057,9.18039,8.05765,8.99848,4.39371,9.30038,16.4404,9.69042,15.2402,10.5677,9.54707,14.4467,16.3374,12.1594,16.8711,8.89235,6.41165,16.2547,5.99693,13.6445,7.33484,16.0164,13.0302,13.2858,33.549,15.5142,11.7948,23.5133,4.64342,8.44703,12.6737,13.0612,11.0995,9.15815,17.8798,13.746,16.4542,15.4077,11.2441,13.9099,18.1757,14.7767,17.999,3.26439,9.67337,14.7247,13.8056,24.345,19.9148,21.9156,10.8045,12.2058,7.72984,7.63488,16.9342,7.43235,20.6006,13.8782,11.8806,14.6539,7.97487,6.29269,16.9156,14.5544,8.01396,10.0682,16.4846,7.02336,19.9493,10.7475,17.8298,12.9393,13.7185,20.6065,24.8878,11.6445,13.7542,20.4324,10.9606,4.73034,10.4614,14.1677,13.799,17.457,19.9092,8.73091,10.5367,12.0868,7.52673,19.9164,10.9825,15.2696,8.48668,7.91424,9.37984,11.4257,12.0716,25.5758,5.59885,22.433,29.1388,12.0655,17.8342,23.6544,26.3387,22.1765,23.949,10.9955,6.00894,11.4794,6.74844,18.4539,3.39134,11.6054,10.7361,11.5941,11.9237,6.00723,14.0494,22.2399,18.9942,20.7636,17.1112,16.6362,13.6566,17.3359,17.8829,22.2368,16.3277,30.1131,20.1242,18.3185,15.4124,15.1985,12.6082,15.6515,14.9755
"1228",1.32335,0.937166,0.785811,1.92588,0.37689,1.77449,1.47866,0.798617,0.918153,0.662739,6.60374,1.26805,5.76952,1.13042,0.224703,2.74924,0.705262,0.894947,1.01707,3.28517,2.02963,0.423681,1.33437,0.196489,0.36509,0.810252,1.01817,1.23547,0.595962,2.97096,1.611,1.98059,0.867669,1.5246,6.94796,11.4355,0.293843,2.95506,2.24411,1.36497,1.17123,22.464,0.190738,4.39882,0.781046,0.582564,0.538778,0.456288,5.50562,9.25368,2.30337,5.78769,8.37669,1.91843,1.50738,2.15166,0.692732,1.6286,8.51504,0.334425,9.74226,1.48729,3.90694,3.68558,0.573554,2.91335,1.55576,0.896237,4.27051,1.61314,2.09412,0.644025,0.223371,0.735982,0.564116,3.35202,1.57789,4.04164,2.51286,2.50683,3.26691,0.364442,3.31174,0.780318,13.1987,1.07098,0.377998,1.82099,0.572661,1.70987,2.11571,1.14096,5.00701,0.395025,3.46019,0.583419,1.71868,20.1925,1.00398,2.21921,2.76852,0.700919,1.24737,1.4977,0.914376,6.01741,0.457957,0.240029,6.70209,2.44447,0.961509,1.0015,1.06899,42.461,1.64384,1.71425,1.77083,1.50237,0.482556,3.17235,1.33952,1.61849,0.39035,0.302988,1.62981,0.24649,2.39196,0.986606,1.59494,1.81421,0.278865,0.226512,2.39565,0.466389,10.1464,0.400784,1.21769,0.587355,2.25563,1.374,7.14914,0.319483,19.138,1.59842,0.516724,6.85798,0.771166,5.47851,2.51446,5.99845,1.81274,1.25766,1.40874,0.225941,1.04743,0.365669,2.17872,2.70139,1.95721,2.44235,1.67906,0.718681,1.52788,3.60185,2.65229,1.82583,1.05107,7.90728,32.7779,0.866173,0.921627,3.37254,12.5577,2.19759,5.01362,1.30134,3.80478,0.681583,1.95185,1.41376
"1229",173.871,844.294,773.699,999.74,559.758,383.185,230.79,458.184,580.999,545.422,240.618,760.757,268.187,70.5477,113.098,95.6913,85.2733,383.978,344.719,400.647,346.151,117.433,739.088,87.1063,278.699,537.749,746.787,601.056,260.259,170.435,126.307,348.695,197.765,118.224,576.549,673.404,447.018,152.357,637.647,726.726,120.219,206.007,120.655,240.454,141.906,109.791,128.095,52.5899,155.673,223.619,114.023,392.596,123.821,202.224,613.131,464.579,425.277,437.479,109.38,83.5044,416.307,74.8817,290.83,189.098,444.402,414.944,477.51,1234.34,524.825,234.071,696.465,215.999,691.581,1173.88,358.235,365.694,229.786,542.546,259.165,692.437,595.652,378.157,689.555,753.167,1008.23,900.755,83.3795,249.722,1071.11,513.819,1288.49,954.076,707.679,169.142,377.467,247.697,240.623,560.165,126.613,907.578,338.852,811.459,851.286,186.945,236.362,643.069,318.313,165.618,134.494,499.149,123.393,842.988,227.206,320.105,418.177,297.192,823.088,754.808,304.875,669.418,1121.55,258.545,53.7528,151.402,410.615,326.208,704.937,1457.9,145.066,108.279,418.563,92.0186,487.873,170.748,578.566,241.54,512.821,295.126,270.262,333.05,958.269,72.2867,849.882,1203.54,733.321,400.428,547.935,536.848,715.237,546.919,196.901,68.7048,350.21,58.0352,686.119,54.4281,248.873,354.179,392.359,131.601,124.08,451.731,948.962,822.686,467.652,464.606,662.261,442.265,556.498,777.606,948.435,234.596,651.704,934.759,634.027,541.748,423.326,441.776,119.734,210.634
"1230",6.0097,2.77166,3.60061,5.5791,1.86347,2.67481,4.14595,3.68356,4.2166,3.8576,4.22485,4.34216,7.23915,2.19281,2.21117,2.63593,3.98679,3.14675,3.62186,5.31399,4.20882,5.04077,5.16554,1.73782,2.71138,3.31583,4.25223,3.70488,1.76255,6.38397,2.96959,8.93467,5.00969,5.27331,9.75895,8.95584,3.93551,22.4626,3.95535,3.71819,2.12098,27.9286,2.06087,7.72154,2.30243,2.60128,4.48612,2.26618,3.9895,6.47007,4.03931,5.79721,5.14425,2.86154,3.65467,8.39097,2.90508,4.62905,4.0868,1.37399,3.49153,1.80345,3.69079,2.39176,4.11348,1.7122,3.44682,3.26272,9.15014,1.83139,5.91183,2.10858,3.04459,3.36757,3.93384,8.34338,5.58305,4.97509,3.17435,4.09184,5.74693,3.28066,7.05552,4.62141,6.60297,4.67934,1.54508,6.16407,4.52444,5.6413,3.56753,3.69254,18.4029,3.21128,3.63584,2.86139,1.7215,6.91624,2.61577,7.89584,3.51894,6.00392,3.18491,2.58513,4.08937,8.3951,4.24536,2.4185,4.33183,9.60545,7.8475,4.69085,4.02001,18.0942,2.59288,3.32239,4.93521,4.19761,2.54113,5.43321,3.92477,7.80963,2.40428,4.45055,4.543,3.71786,10.7625,3.30693,9.54807,7.78222,3.68384,4.49354,17.0934,7.92629,5.59345,2.80292,3.36527,3.30049,3.91782,3.23917,16.8707,1.21258,21.721,5.93427,6.65804,6.14322,6.71057,5.5056,24.8645,7.11597,3.01903,3.03866,5.5204,9.77006,2.26241,0.657197,6.53819,6.14965,6.79423,10.7661,5.8845,3.98978,3.73849,7.81863,9.93811,6.80037,3.22729,7.67205,8.93824,4.95262,3.40011,3.56865,16.4048,7.24363,3.8381,4.23357,4.80606,2.44175,9.79764,8.02464
"1231",121.524,268.191,293.074,349.437,109.457,169.509,162.022,251.332,248.266,289.672,200.962,264.469,214.814,65.0028,96.827,135.589,61.6224,159.875,220.375,167.802,320.149,104.388,331.43,43.8136,129.846,231.821,314.914,299.216,130.43,86.7001,73.9524,186.1,222.44,70.2298,256.767,282.448,294.087,110.472,212.155,231.364,67.77,322.306,67.4202,202.905,73.4423,98.3988,156.56,50.2736,116.583,153.256,84.2824,267.338,140.807,134.266,217.499,208.654,157.354,277.724,108.047,71.6003,184.757,42.1519,145.013,236.418,323.661,138.677,159.523,332.395,256.784,119.486,420.29,153.633,230.338,397.953,175.506,228.692,102.814,307.633,195.257,369.219,254.855,217.745,284.797,240.824,379.671,262.982,35.4911,132.125,353.031,208.39,453.38,268.882,355.297,130.486,140.294,149.58,122.779,327.849,97.498,305.579,176.065,261.915,251.399,72.5023,113.754,355.659,173.185,74.6018,80.5464,253.8,109.432,408.424,166.061,341.218,130.525,170.416,351.904,361.082,135.231,263.265,497.46,244.625,71.2751,106.492,202.098,167.996,342.733,217.808,92.6339,208.897,268.912,140.415,251.618,96.9915,225.981,152.406,195.664,121.37,241.852,162.038,734.866,37.6758,494.041,646.854,219.174,315.111,406.143,347.043,274.307,399.61,187.469,46.8955,265.246,74.8463,286.621,28.3138,165.665,182.037,153.547,114.55,47.0945,221.643,472.977,472.146,345.195,257.605,307.518,248.828,276.292,369.646,412.262,156.465,329.728,409.142,275.251,248.196,261.588,236.502,127.563,144.622
"1232",13.6454,29.7225,24.7807,31.5728,22.1053,15.3247,14.7694,19.1514,27.4364,27.0542,14.8259,27.8318,18.2295,5.99495,9.82301,8.44175,7.4906,17.9547,16.2323,15.3588,25.5589,9.00966,28.1029,5.40918,13.6231,21.8641,23.5082,24.1726,14.09,11.998,7.0065,20.0278,16.8916,6.43849,22.8149,22.543,26.2183,12.2118,20.8566,24.6642,8.19531,20.0731,6.73554,13.1142,9.66337,7.39104,9.78737,5.36467,7.82664,14.9283,7.7271,16.033,10.7632,14.161,19.1405,18.3699,18.545,20.1458,7.99739,4.94713,17.1473,5.20734,13.754,22.3357,19.2087,12.6776,17.3188,38.7552,27.165,11.1237,39.1675,16.7738,48.8209,38.0798,14.9137,17.7593,10.6081,22.8843,12.4722,27.0233,28.1034,18.1399,26.2932,24.3648,45.1092,28.6914,4.3449,12.6831,42.752,18.9109,28.1411,30.3686,27.0008,14.2712,23.3024,13.1025,9.96222,27.6995,9.43843,23.3337,19.3842,44.4268,31.9701,9.408,13.6433,28.1395,15.0546,10.1574,10.5169,21.0472,9.83844,30.6656,13.6074,24.3953,13.2565,14.0708,17.567,27.2127,14.3709,28.62,41.3907,19.4012,5.80755,10.477,22.9758,17.2145,28.4276,45.6801,9.35218,13.2141,18.5262,10.2625,20.4994,11.9292,21.6785,14.2435,23.9355,18.5061,17.7822,13.7496,31.2128,4.67259,35.6846,39.4125,28.6273,22.053,29.8641,27.4556,32.9343,31.6238,11.2728,5.47939,21.2417,8.50431,17.6105,2.80448,16.3028,19.7896,15.861,9.83802,9.0765,24.6415,30.7085,32.5645,20.3352,26.9109,20.894,18.8149,22.0609,33.9091,27.0703,12.1904,28.6519,25.3921,19.9972,22.9594,20.0198,19.0586,10.6998,11.6013
"1233",10.2537,17.4169,14.9684,22.3748,9.2712,10.5971,9.96638,12.1704,15.1949,13.7171,10.9545,12.9889,18.5709,5.98978,3.62808,6.66092,7.239,9.16138,11.9056,11.7774,19.4806,5.14581,15.2283,4.16814,9.96556,12.4128,17.6747,16.4174,5.92586,11.4438,4.65645,13.3217,11.4626,4.87208,21.3235,21.5276,11.2597,25.4595,9.81741,12.1842,5.11522,27.2931,4.4428,17.3476,6.09197,5.82857,7.80041,4.6842,6.29894,12.0941,8.05073,11.7175,8.15972,8.69076,12.378,12.9484,9.09895,14.1078,8.38201,4.30274,11.8812,3.6267,10.0363,7.90013,12.4501,9.13499,12.5958,24.1578,26.0998,7.60074,21.0978,4.74066,10.7734,17.9559,9.30375,14.1974,11.4578,15.5364,8.96121,15.4552,14.6261,7.90855,15.0699,15.9181,19.5614,15.1132,2.25865,7.8611,14.4802,14.5666,23.8128,15.4236,29.0907,6.57651,11.9636,8.32824,7.65956,15.9032,6.94832,16.8552,9.71732,13.5297,13.014,5.68673,7.45658,17.3504,9.11528,5.90422,8.64226,14.324,11.3332,17.9365,9.46387,28.1821,7.93426,9.63725,19.3427,20.0044,8.28368,16.4767,21.4659,12.436,5.20091,5.89343,18.5761,12.0467,26.0124,14.6707,8.84109,14.3952,10.8766,7.10243,23.3601,8.2446,13.9807,8.35719,14.9861,11.1159,12.3442,9.77055,34.3953,3.26541,24.4781,22.7746,12.7475,18.6894,20.2511,22.2584,26.6562,20.4653,8.56562,5.38407,9.77811,6.66503,16.0537,2.35458,13.135,18.4147,13.0862,14.194,7.15998,13.3996,19.2024,18.3357,19.3387,17.1143,11.6566,17.7533,20.7341,16.4506,21.5502,10.7538,25.8592,18.7568,16.296,10.2786,11.8489,9.97862,10.9468,12.3686
"1234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029285,0,0,0,0,0,0,0.0666,0.046483,0,0,0,0,0,0,0.051843,0,0,0.023286,0,0,0,0,0,0,0,0,0,0,0.015867,0,0,0.03685,0,0.012633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04586,0,0,0,0,0,0,0,0,0,0,0,0.110261,0,0,0.064372,0,0.092453,0,0,0.033036,0.033052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061443,0,0,0,0,0,0.035891,0,0,0,0,0,0,0,0,0.138352,0,0,0,0,0.026932,0,0,0,0,0,0.016125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039514,0,0,0,0,0,0.024013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1235",0.87158,0.643017,1.57934,1.56401,1.13359,1.27292,1.19597,0.35617,1.03002,0.882759,0.770156,1.12084,0.53839,0.532089,0.13175,0.564112,0.780902,0.761592,0.916185,0.999949,0.527991,0.429405,1.04695,1.01835,2.35469,1.45837,1.08825,1.24505,0.911071,1.19367,0.396721,0.621522,0.694296,0.715745,0.741886,1.7786,0.583782,2.84939,1.27924,1.35745,0.871614,0.957921,0.656098,0.890994,1.54349,0.667659,0.61336,0.653269,0.434685,0.732651,0.531735,1.86219,0.618225,0.811746,1.02536,1.95151,0.875373,2.08974,0.745252,0.776051,1.77527,1.23653,0.351675,0.347638,1.07756,0.681288,0.627127,0.715099,0.565791,1.47182,0.388497,0.120662,0.403227,0.354646,0.918558,0.562245,1.00388,1.62038,1.68038,2.61185,0.995368,1.10639,0.983237,1.26615,0.414633,0.978551,0.570824,0.813988,1.06351,0.66883,2.35062,1.10381,1.16639,0.355216,0.536463,0.427891,0.562083,0.643543,0.99891,0.849385,0.700657,0.240683,0.951158,0.398951,0.683232,0.987491,0.967573,1.01427,0.966141,0.841773,0.397785,1.4646,1.24368,1.08398,1.09256,0.893173,1.38386,2.21563,1.06985,1.23625,0.724134,0.362753,0.892793,0.420686,0.394187,0.351309,1.73062,0.411905,0.596997,0.522796,1.31614,0.477607,1.00213,0.271931,0.638353,0.541688,0.362984,0.971716,0.523044,1.07843,1.11302,0.2683,1.60496,0.918502,0.495397,0.714232,2.6124,2.87879,0.396335,1.01312,0.673566,0.584297,0.760533,0.460178,0.982017,0.510236,1.0916,0.610706,0.753256,1.27752,1.04345,0.579402,1.86096,1.08893,1.71244,1.72365,1.20917,1.4012,0.627048,1.26017,1.12219,1.23717,2.13103,1.09302,1.31365,0.831501,0.882023,0.938285,1.30272,0.964423
"1236",0,0.016308,0,0,0,0,0,0,0.014169,0,0,0,0,0,0,0,0,0,0,0.018278,0,0,0,0.015305,0,0.007706,0,0,0,0.015934,0,0,0,0,0.017814,0,0,0,0,0,0,0.006522,0,0.017899,0.005194,0.009343,0,0,0,0.006788,0.049794,0,0,0.024364,0,0.020463,0,0.005084,0,0,0.033585,0,0,0,0,0,0,0.015114,0,0.028373,0,0.014838,0,0.013838,0.006071,0.0092,0.015549,0.017868,0.015932,0,0.01388,0,0,0,0.008856,0,0.004614,0,0,0.020718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050144,0.01216,0,0,0,0.018151,0,0,0,0.014216,0,0,0,0,0,0,0,0,0.005493,0,0,0,0,0,0,0.014335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012106,0.013908,0,0,0,0,0,0.027408,0,0,0,0,0,0.034509,0.050337,0,0,0.02378,0.005722,0,0.01798,0,0.009192,0,0.009659,0,0.016523,0,0,0.019089,0,0,0,0,0,0.010518,0,0
