"","GTEX.1117F.2426.SM.5EGGH","GTEX.113JC.2226.SM.5EGJG","GTEX.11DXX.1526.SM.5H115","GTEX.11EM3.1926.SM.5987U","GTEX.11EMC.1826.SM.5A5JT","GTEX.11GSP.2426.SM.5N9BD","GTEX.11I78.2126.SM.5A5K8","GTEX.11P81.1626.SM.5BC52","GTEX.11ZTS.2326.SM.5EQMY","GTEX.11ZTT.1726.SM.5EQL4","GTEX.12WSD.2826.SM.59HKT","GTEX.12WSG.2126.SM.5EGJ7","GTEX.12WSK.2026.SM.5CVNB","GTEX.12ZZX.2126.SM.5LZVL","GTEX.1313W.2826.SM.5P9G1","GTEX.131XG.2026.SM.5GCN5","GTEX.131YS.2326.SM.5IJFJ","GTEX.132AR.1526.SM.5KM1L","GTEX.1399S.2226.SM.5IFEW","GTEX.1399U.1326.SM.5IJET","GTEX.139D8.2526.SM.5N9G3","GTEX.13D11.1226.SM.5IFGA","GTEX.13FTX.1026.SM.5J2O5","GTEX.13N11.1126.SM.5KM41","GTEX.13OVI.1026.SM.5L3EM","GTEX.13OVJ.2326.SM.5IJGA","GTEX.13PL7.2026.SM.5IFGK","GTEX.13QBU.1626.SM.5LU4S","GTEX.13S7M.1726.SM.5RQK3","GTEX.13U4I.1926.SM.5LU39","GTEX.13VXT.1626.SM.5IJES","GTEX.145LS.2426.SM.5TDCZ","GTEX.145ME.1326.SM.5O98Q","GTEX.14AS3.1826.SM.5TDD8","GTEX.14BIM.2226.SM.5MR5Z","GTEX.14BIN.1526.SM.5P9FL","GTEX.14BMU.1826.SM.5RQII","GTEX.14JG6.0826.SM.6AJB9","GTEX.14PHW.2426.SM.69LPU","GTEX.14PJ6.1526.SM.6AJ9M","GTEX.14PJM.2826.SM.69LPV","GTEX.14PKU.1426.SM.HAV11","GTEX.14PKV.1426.SM.5YYB9","GTEX.14PN3.1726.SM.GRR3A","GTEX.15DCD.2226.SM.HL9TD","GTEX.15DZA.1326.SM.68722","GTEX.15ER7.2426.SM.793B9","GTEX.15ETS.1526.SM.6LPKM","GTEX.15FZZ.1026.SM.6AJBI","GTEX.15SHU.2826.SM.H7OGU","GTEX.16A39.0726.SM.7KUEB","GTEX.16MT8.2326.SM.HL9UH","GTEX.16NGA.0626.SM.72D72","GTEX.16NPV.2226.SM.H7OF9","GTEX.1A32A.2826.SM.72D5S","GTEX.1A8FM.2326.SM.7MKGC","GTEX.1AMEY.0626.SM.72D6B","GTEX.1B932.2726.SM.731ER","GTEX.1B97J.0226.SM.79392","GTEX.1C475.0626.SM.73KV9","GTEX.1CAMS.2026.SM.79395","GTEX.1CB4H.2726.SM.7EWFF","GTEX.1GF9U.1826.SM.7P8T7","GTEX.1GMR8.2426.SM.7MKH3","GTEX.1GN1U.2526.SM.7MKH4","GTEX.1GN1W.1326.SM.9JGHZ","GTEX.1GZ4H.0826.SM.9OSXK","GTEX.1GZHY.2526.SM.9OSW6","GTEX.1HBPH.2826.SM.9WYUU","GTEX.1HCU6.2426.SM.GA8Z1","GTEX.1HCUA.1226.SM.9WPP5","GTEX.1HSGN.2326.SM.A9G1D","GTEX.1I4MK.1426.SM.B2LWU","GTEX.1ICG6.1426.SM.A96T1","GTEX.1IDJI.1726.SM.C1YQE","GTEX.1IKOE.2426.SM.ARU7W","GTEX.1J1OQ.1726.SM.CL55N","GTEX.1J8QM.1526.SM.GA912","GTEX.1JN76.1626.SM.CNNQ3","GTEX.1K9T9.2526.SM.D3L9B","GTEX.1KANC.1126.SM.CY8I7","GTEX.1LGOU.1226.SM.D3L8L","GTEX.1LGRB.2226.SM.CNNQI","GTEX.1LH75.1626.SM.EWROL","GTEX.1LVAM.2026.SM.HAUZI","GTEX.1MA7W.1526.SM.DHXKS","GTEX.1MCC2.1226.SM.HL9S3","GTEX.1MCYP.1226.SM.DTX8H","GTEX.1NV5F.1726.SM.EXOIZ","GTEX.1PBJI.2326.SM.E6CP6","GTEX.1QP28.1526.SM.E76P6","GTEX.1R9JW.1326.SM.E6CQ7","GTEX.1R9PN.0526.SM.DTX86","GTEX.1RDX4.0726.SM.E8VO8","GTEX.1S5ZU.2726.SM.G8LM5","GTEX.1S82U.1226.SM.E9TKB","GTEX.N7MT.0726.SM.3TW8S","GTEX.OHPK.2026.SM.3MJH7","GTEX.OHPL.2026.SM.3TW8R","GTEX.OHPN.1926.SM.E9TI9","GTEX.P4PP.2026.SM.3P61N","GTEX.P4QT.2026.SM.3NMCJ","GTEX.P78B.2526.SM.3P5ZY","GTEX.POMQ.1226.SM.3P61F","GTEX.PWCY.1426.SM.48TCT","GTEX.PWN1.2026.SM.48TD9","GTEX.PX3G.2026.SM.48U1H","GTEX.Q734.1626.SM.48U1B","GTEX.QCQG.1326.SM.48U24","GTEX.QDT8.2426.SM.HL9U1","GTEX.R55G.1626.SM.48FF4","GTEX.RTLS.2426.SM.46MUO","GTEX.RU1J.1026.SM.46MUR","GTEX.RU72.2626.SM.CY8HD","GTEX.RWS6.1326.SM.47JXB","GTEX.S32W.1426.SM.4AD66","GTEX.S341.1026.SM.4AD71","GTEX.S4UY.1226.SM.4AD51","GTEX.S7SF.0826.SM.4AD4W","GTEX.T2IS.2226.SM.4DM65","GTEX.T5JW.1526.SM.4DM5E","GTEX.T6MO.1526.SM.4DM57","GTEX.TMMY.2226.SM.4DXTN","GTEX.TSE9.2626.SM.4DXV2","GTEX.U3ZN.0726.SM.4DXT5","GTEX.W5WG.1326.SM.4LMI9","GTEX.W5X1.2126.SM.GOQYC","GTEX.WEY5.0726.SM.4LMID","GTEX.WI4N.2426.SM.4M9QO","GTEX.WWYW.2826.SM.4MVOQ","GTEX.WXYG.1326.SM.4ONCN","GTEX.WYBS.2726.SM.GPI8I","GTEX.WYVS.1226.SM.4ONCL","GTEX.XUW1.0226.SM.4BOOS","GTEX.XUZC.0926.SM.4BOQF","GTEX.XV7Q.1526.SM.4BRWB","GTEX.XYKS.1626.SM.4BRUQ","GTEX.Y114.1826.SM.4TT87","GTEX.Y3IK.2126.SM.4YCDS","GTEX.YFC4.2826.SM.5P9FR","GTEX.YJ8O.1126.SM.5P9IS","GTEX.ZAJG.2826.SM.5HL8D","GTEX.ZAK1.2526.SM.5S2N7","GTEX.ZC5H.2126.SM.EY5XK","GTEX.ZLWG.1026.SM.4WWC4","GTEX.ZP4G.0726.SM.4WWF2","GTEX.ZPIC.1226.SM.DO91X","GTEX.ZTPG.2026.SM.5O999","GTEX.ZV6S.1526.SM.5NQ7O","GTEX.ZVT2.0426.SM.5E44S","GTEX.ZXES.0726.SM.5E451","GTEX.ZYVF.0526.SM.5E43E"
"1372",11.0729,10.1281,4.73498,6.62804,6.409,7.62004,4.09128,9.11838,8.58817,7.94982,9.53109,12.0665,5.40055,5.9145,8.69941,7.37469,7.81704,5.00504,5.57409,7.3255,5.78877,6.05052,5.62863,8.07905,9.17653,6.43078,7.66235,7.63147,6.51791,7.14113,8.03449,9.92038,4.86383,2.41937,5.69139,7.30418,3.79678,10.9332,8.49056,5.19186,5.18005,4.7907,8.67918,5.38279,6.96475,4.96381,4.63934,6.49611,6.24012,6.8436,5.54217,12.6886,4.36326,9.46805,11.1872,6.83076,5.12678,4.28431,5.25646,11.3048,7.27932,9.34429,5.13943,8.73755,6.74367,5.3807,6.60403,12.0928,8.06579,4.88523,5.48899,7.80335,3.70401,7.10659,7.56593,5.98432,8.28694,6.43118,5.87504,5.18055,6.76825,9.30114,4.39075,7.39295,3.29095,7.35865,5.75988,5.33919,5.83018,10.5119,4.20505,7.55037,6.8742,6.94148,5.14097,4.87134,8.98463,6.37256,4.30404,4.4695,5.30592,8.74115,4.59913,6.32697,7.30166,5.72641,7.37848,4.67848,5.25561,7.06925,5.48559,9.64458,5.30598,5.56637,4.50325,3.24135,6.6503,8.02381,6.89838,4.29035,7.40661,5.1874,7.12614,7.30748,8.59836,3.00639,10.631,6.10277,6.34573,6.08079,7.05485,7.33792,5.34465,4.96503,5.98361,4.25614,3.94106,7.26168,3.06143,7.05838,8.46215,3.71373,8.97686,6.48388,9.69882,5.79923,4.09205,6.37148,6.79151,6.50304,6.80608,7.78663
"1373",0,0,0,0,0,0,0,0,0,0,0,0,0.020842,0,0,0.048987,0,0,0,0,0,0,0,0,0,0.018564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043017,0.03746,0,0,0.03202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509,0,0,0,0,0.023077,0,0,0,0,0,0,0.073526,0.027835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1374",0.2232,0.027536,0.031754,0.631884,0.094811,0.020496,1.57691,0,0,0.038264,0.063262,0.134585,0.088002,0,0.107849,2.93708,0.149072,6.18286,0,0.344349,0.035435,0.234598,0.022233,0.019662,0.068435,0.172438,0.020284,0,0.027783,0.139423,0.191221,0.209149,0,8.44551,0.042305,0.059981,0.043733,0,0.168851,0.040278,0.07663,0,0.031633,0.023995,0.985794,12.5599,0,0,0.103244,1.29355,0.035738,0.092605,0.144382,3.00094,0.148727,7.2999,0,3.33163,0.121093,0.018283,0,0.3462,0.279819,1.55485,1.83621,0.522206,1.27341,0.439247,0.020912,0.148319,0,0.017164,1.32809,0,0.033333,0,0.061371,0.054569,0,0.017847,0,0.028701,0,0.017031,1.31097,2.10263,14.3986,1.27104,0,2.75855,0,0.021098,0,0.019989,0.166824,0.086988,1.21376,0.032987,0.030021,1.44999,1.17931,0.034126,0.039656,0.031456,4.78266,0.046833,0,0,8.61802,0.031559,0.019205,0.024377,0,6.12889,5.6235,0.545683,0,0.13334,1.73048,0.606918,0.745066,0.164539,0.049552,0.594951,1.6898,0.26949,0.052388,0.463591,0,0.076889,0,0.182111,0.04383,0.618139,0.020064,9.03721,0.076732,1.0542,0.015659,0.38814,0.129796,0.037863,0,0.185034,0.040994,0.013979,0,0.019076,0.353929,0.039016,0.017377,0.109399
"1375",6.13762,3.75772,3.61114,1.95101,6.86641,7.17391,5.13282,3.06209,6.26798,4.51628,4.20045,4.97129,1.26413,3.87903,4.59603,4.02098,5.88881,5.57331,3.41216,3.12454,4.96295,4.41838,2.3421,2.95626,3.24408,4.46616,3.40909,2.62829,5.94644,5.10232,5.00842,8.76992,1.91032,5.10057,6.0466,4.67422,2.48146,1.91015,4.86113,3.50046,2.87425,1.29583,1.72674,3.98104,3.54861,10.2802,3.5981,1.73612,1.8489,3.14941,3.32835,3.21478,2.55795,4.83889,6.00576,5.84762,2.11424,8.62081,1.15965,2.03102,1.91916,7.23359,2.64142,7.06768,4.43276,4.6318,7.11367,4.74103,3.17415,10.2338,3.35788,1.38074,5.26405,2.45085,3.33574,1.37874,4.91482,7.69933,1.48509,5.11031,2.22449,3.16769,2.85104,3.64526,3.48102,2.65491,5.48232,1.74155,3.80232,5.60268,3.87069,2.37403,2.56218,3.54134,5.0524,1.3641,5.82166,11.2145,3.21034,5.91763,5.86645,2.14877,3.10456,1.49866,5.46737,1.35671,5.52113,4.71888,6.87413,7.60098,1.84836,6.67651,2.50075,6.05131,4.16243,5.2451,1.60552,1.64725,4.36898,2.98911,2.14054,2.44236,1.83883,7.43531,3.49705,3.58083,4.28451,1.27134,3.45353,6.3938,1.53442,2.60726,2.88568,4.81857,2.22886,14.6942,4.98765,2.50095,3.85398,4.14077,3.27841,6.91652,5.03745,5.18305,4.44594,1.82727,3.39068,3.61701,2.22622,4.26883,1.90541,5.00781
"1376",1.28741,0.222359,0.897476,0.615828,0.239254,0.124129,0.47413,1.46706,0.689852,0.96558,0.638569,0.698653,0.63957,0.107243,0.404345,0.584586,0.902836,0.544513,1.62536,0.382343,0.572292,0.473605,0.718154,0.635107,1.33551,0.443057,0.818985,0.330079,0.056087,0.723771,1.42833,1.08573,1.07676,1.20998,0.384321,0.181633,1.72162,0.779365,0.298266,0.406567,0.206268,0.660005,0.830196,0.896146,0.355378,0.545876,0.592967,0.65625,2.25103,0.265567,0.757552,0.560852,1.2825,0.05178,0.150125,0.463427,0.534836,0.668134,0.672269,0.332188,0.247067,0.508296,0.605248,0,0.669307,0.075302,1.63223,0.073896,0.295516,0.35931,0.709836,0.103953,0.148952,1.12215,0.134583,0.837066,0.340713,0.257047,0.394415,0.504415,0.712311,1.07191,0.492637,0.309441,0.481195,1.10481,1.7861,1.38167,0.392919,0.371263,0.470402,1.15,0.830961,0.645654,0,1.14147,0.706029,0.599345,0.505045,0.782863,0.529064,1.5501,0.640452,2.0321,0.606609,0.756371,2.23021,1.4617,0.303706,0.191133,0.426478,0.098423,0.856323,1.33762,0.66224,0.571212,0.833871,0.269187,1.0057,0.933519,1.62948,0.94906,0.600212,0,1.38767,0.816067,2.13638,0.340325,1.00418,0.517411,1.10776,0.073529,0.973313,0.549074,0.648081,0.853987,0.735807,0.999616,1.32773,0.626859,0.720589,0.99369,0,1.3541,0.744821,1.69319,0.37869,2.34908,0.032478,0.630125,0.561291,0.265024
"1377",1.89507,3.02676,1.21759,1.33677,2.30243,4.06041,0.482433,1.28488,4.166,1.21043,3.80033,2.12564,1.22602,1.96902,5.13966,0.779879,2.44122,1.28615,1.81725,0.649184,2.0381,1.1744,1.39245,1.82201,1.38493,1.94352,1.94443,1.16431,0.941011,1.36197,1.66196,2.73049,1.29526,1.77587,2.56838,1.78242,1.11794,0.805936,2.07722,0.99101,1.09371,0.615185,1.18263,1.96278,2.39621,1.27874,2.14301,0.814988,2.03218,2.25581,1.08485,1.92338,1.10724,3.93396,1.1564,1.56971,0.835249,1.62153,0.947985,1.35536,1.23183,2.17223,1.50723,3.15792,1.7439,1.12036,1.65343,0.561417,2.01797,1.34596,1.90999,0.72396,0.518675,1.67252,0.990531,1.41323,1.24524,0.476599,0.655492,2.57765,0.96459,1.59573,1.64526,1.28432,0.719321,1.37134,4.51216,3.09915,1.44283,4.12813,0.91637,2.34605,0.749688,3.48736,6.74321,1.18131,4.54888,0.769453,1.25343,5.53829,1.02163,3.54394,0.937676,2.10071,0.704102,0.718309,2.60335,2.13363,0.631783,2.18827,0.245465,2.25887,1.38927,2.45966,1.19793,1.0591,0.760854,0.81805,1.15616,1.42216,1.34909,2.73395,1.06085,1.71096,1.0616,0.947223,4.87465,0.673332,1.74835,2.17842,0.813556,4.14317,1.96071,0.85327,2.05156,0.749572,0.735557,1.65364,1.81132,3.37345,3.7949,4.60954,2.07001,3.45879,1.32299,1.40252,1.03894,3.32802,0.637429,1.94485,0.899514,5.14561
"1378",0.123171,0.558437,0.053665,0.09469,0,0.326586,0.056702,0.046786,0.558465,0.073904,0.264741,0.092837,0.050992,0.141078,0.059515,0.179773,0.15296,0,0.024814,0.266037,0.01711,0.066079,0.042943,0.056965,0.066089,0.022708,0,0.214291,0.160982,0.03847,0.073867,0.490523,0.020603,0.171014,0.061282,0.412713,0.021117,0.099419,0,0.165315,0.234345,0.219253,0.030549,0.011586,0.450502,8.9763,0.141828,0.072445,0.049853,0.529326,0.034513,0,0.055773,0.07431,0.071815,0.742656,0.05117,1.00145,0.087707,0.026485,0.044321,0.182364,0.019302,0.143985,0.332489,0.13208,0.03904,0.09721,0.52507,0.186205,0.037729,0.074591,0.035627,0.044733,0.06438,0,0.014817,0.021958,0.058961,0.051706,0.037861,0.013859,0,0.016447,0.031971,0.027816,6.06463,0.028326,0,0.5328,0.051929,0.162999,0.228565,0.096518,0.090622,0.021002,0.059601,0.031856,0.048319,0.195389,0.069599,0.131825,0.143611,0.091133,0.423182,0,0.458416,0.058269,0.228302,0.015239,0.037093,0,0,0.296411,0.577017,0.126865,0.046929,0.090139,6.92522,0.265148,0.059961,0,0.047854,0.057456,0.055318,0.021688,0.055652,0,0,0.123756,0,0.272597,0.095236,0.071634,0.096881,3.04532,0.009263,0.100264,0.015122,0.06747,0.415214,0.054848,0.232668,0.223365,0.049486,0.121495,0.045288,0.036843,0.139826,0.018839,0.067126,0.137344
"1379",13.62,34.1178,12.0568,20.573,20.0958,24.5249,10.6882,32.696,40.999,13.9917,30.7681,17.1993,21.8327,39.5566,33.836,13.7285,29.2116,8.90719,25.0432,21.1718,15.9134,16.7998,26.8442,37.3702,14.8784,11.3405,14.5864,6.51709,20.1584,21.3697,17.3261,33.6467,11.1996,7.0136,38.6507,35.2392,15.6458,16.6199,20.3079,7.32799,44.3599,15.7124,14.0695,10.3011,30.6975,6.68889,18.552,17.1724,7.4095,34.1178,20.2898,16.0822,12.3553,27.1318,15.9179,10.0696,24.5379,15.5489,22.4881,34.7488,17.3814,34.22,22.4361,31.7052,18.6328,14.7169,21.3232,26.8617,23.7597,12.9482,14.1314,18.7736,9.33818,12.5411,24.1614,36.5587,45.9087,8.77685,15.384,18.1344,21.13,38.44,28.5331,27.5562,10.4843,27.962,14.1839,16.8178,30.9452,13.5387,17.9805,21.4983,18.84,39.1982,30.441,16.045,19.0394,11.4099,10.2687,11.991,4.63602,40.3074,14.8714,17.9605,13.6489,13.4881,12.7851,27.4652,10.4627,22.2177,16.7934,19.037,17.52,21.1398,7.14422,11.932,16.2842,17.1444,37.6903,12.636,19.6677,21.5852,22.3777,14.8886,10.9775,22.9159,20.8407,13.1682,12.9888,17.509,28.5683,19.7353,19.6358,14.082,12.6679,7.54958,6.18002,16.6778,6.54243,23.066,29.7747,12.6881,21.8104,25.8468,13.236,14.4851,14.3772,13.978,26.0529,14.9122,29.7779,20.5327
"1380",336.834,74.7584,25.1941,101.107,18.1207,26.3175,35.7056,71.0902,40.9307,21.5392,52.6632,30.6256,33.4715,55.9271,18.8575,67.672,17.3783,121.559,78.8883,30.4642,62.4154,74.7738,46.5949,146.22,40.0848,85.9301,49.1908,85.4642,75.8925,65.8472,43.6092,46.0704,126.101,92.2429,50.7978,40.3457,95.262,109.343,43.7032,22.7039,44.5354,140.982,63.3107,30.2082,23.1662,33.4349,63.3063,193.106,59.6727,25.3504,180.745,62.6075,108.425,37.6566,93.7712,46.3973,182.64,21.6512,41.4517,124.948,174.719,44.6982,94.7673,57.9719,180.362,35.7138,113.874,48.1431,83.7371,43.3024,74.8474,137.501,17.4974,32.5758,79.3387,35.3437,42.133,30.8905,112.467,46.0914,54.5755,43.7743,57.3594,128.324,33.9064,78.8448,71.8014,98.859,108.613,171.458,30.0645,40.8933,24.9081,52.7325,62.3409,96.1469,26.635,162.139,39.2713,132.245,16.4966,57.4874,106.304,196.644,70.6487,156.7,94.6586,41.4768,24.4899,71.9125,118.684,23.5685,49.5095,47.1782,32.2081,60.8351,98.2734,91.4304,81.6749,68.7245,124.855,53.0519,169.812,23.6245,100.154,28.5975,28.0556,53.6351,238.877,63.6558,76.5198,31.0587,49.3281,24.47,80.144,39.2289,62.2224,161.868,31.0066,87.1833,75.7673,59.1023,15.069,92.4406,25.6175,43.8523,74.8664,132.903,35.3429,30.2582,41.5991,31.0074
"1381",16.3844,14.7855,20.1747,14.1646,17.2591,15.626,17.748,17.6962,17.004,16.6896,16.3964,16.2053,13.9655,18.2401,13.1824,19.9218,18.8977,21.9836,20.8797,15.7054,18.9282,18.5494,18.6336,21.5697,12.0488,11.6893,16.6928,13.6584,22.7752,16.8672,23.582,23.9696,17.7274,19.8591,14.4753,19.0181,18.7617,18.3098,13.5694,21.0017,16.5441,14.7879,17.7416,14.7095,17.7264,25.2036,26.2858,19.3432,19.1808,15.0037,20.5277,11.1031,19.8301,12.0967,12.1645,19.5132,18.9108,22.4639,20.2587,18.6875,18.4028,15.1442,17.0217,17.9186,15.4411,19.1073,20.0159,20.2669,12.3948,21.5287,17.8808,17.1063,24.7317,20.5914,18.4688,16.3328,19.7279,26.4967,17.5101,25.2941,20.9571,16.3026,17.0591,17.9912,22.3754,20.8353,20.5369,26.2182,22.3899,15.6765,25.8885,18.5392,20.298,12.421,12.2603,16.3894,14.5535,21.1155,22.6407,23.3045,16.7442,20.064,22.5726,22.5413,18.0733,16.7336,22.3873,22.5601,25.3225,18.9444,22.8121,13.2056,21.4582,22.2941,21.1868,22.2837,15.7564,17.655,23.2902,25.3497,20.6017,16.61,18.9289,13.7769,20.5125,17.9089,15.4423,19.91,18.1542,14.0069,21.2628,8.92248,20.095,16.8811,22.4738,31.4944,27.3097,13.9719,17.5774,21.7441,18.8454,19.667,16.208,13.6907,18.4355,19.3993,22.6028,19.6798,17.4688,16.7225,13.5945,11.2254
"1382",41.0605,37.5574,32.3331,20.9926,43.2544,31.8523,32.4514,30.3546,48.8455,23.2273,48.2287,33.0881,23.762,46.8984,31.0457,26.3878,42.2653,30.363,28.8224,27.1914,53.352,31.712,35.813,28.5887,23.644,27.7384,30.8848,36.712,40.5703,38.1908,62.5903,50.0089,27.6885,38.5995,29.0902,42.5383,32.9365,31.6515,29.4124,32.2494,38.7482,18.9513,29.72,32.7876,48.0089,35.663,50.6477,25.3195,25.9662,33.6312,27.9166,33.7344,39.5309,28.2647,26.5353,36.8753,27.7154,37.7212,24.0386,20.5045,30.6141,34.0085,30.4831,46.6075,33.5638,37.5419,49.5251,45.0388,31.1823,55.3094,31.9079,29.0312,35.9029,43.0671,37.9386,34.7985,25.3224,37.9815,23.6825,45.6053,31.4884,32.5132,23.1878,23.0578,34.6134,28.4123,34.6725,27.8161,34.9416,21.1633,32.9009,32.8948,28.6538,36.4897,15.009,21.2806,38.7206,25.6741,26.8059,40.6099,36.2726,29.2146,45.9595,27.8499,35.036,25.2147,32.065,38.8937,45.0112,48.43,28.1171,40.3093,35.842,43.0422,34.6145,41.5396,24.3271,36.0209,35.8937,43.4773,33.0569,32.8446,29.6897,33.5179,34.6996,37.5599,30.2048,29.763,30.7154,34.5537,32.7011,21.0659,42.4344,35.8882,29.0463,58.4694,32.8807,21.816,34.3248,48.8727,50.3885,22.8172,42.3106,50.2331,35.7909,30.0336,38.9307,26.8466,16.0669,31.3372,27.4763,23.6563
"1383",2.89242,2.23584,1.80283,0.953712,2.55608,1.8722,2.33051,1.59808,1.65076,1.99035,1.87276,1.43916,1.03833,2.83063,2.01332,1.8369,2.04494,3.39564,2.24936,1.92225,3.41671,2.36867,2.28481,2.28252,2.17059,1.64079,2.05875,1.57059,2.59071,2.4385,3.20235,3.90439,1.06916,2.74783,2.22739,2.47317,2.3026,1.94282,3.58821,1.43083,1.4097,0.910204,1.54513,1.39272,3.05969,4.08233,2.20483,1.50691,1.72901,2.25307,1.8023,1.58609,2.5828,2.42431,1.61959,2.1406,1.15399,2.9392,1.80516,1.61211,1.47505,2.55549,1.96522,1.93211,2.08694,2.17686,2.51312,2.40324,1.57858,2.8414,1.85872,1.25213,1.81366,1.66018,1.50126,1.32974,1.68375,2.37118,1.82802,3.18129,1.52946,1.40189,2.28327,2.10672,1.94043,1.87281,3.37839,1.60016,3.21006,3.45603,2.00113,2.31535,2.50662,1.06511,3.09538,1.08982,2.83185,4.03858,2.13288,2.93053,3.80698,1.93748,2.28915,2.11514,2.82739,1.23291,2.47464,3.84026,2.20855,2.00195,1.62029,2.58239,2.42168,3.01634,2.943,3.44872,1.34093,2.53754,1.67986,2.95166,1.29974,1.2376,1.28877,2.96894,2.65257,1.66677,2.53233,1.36346,1.67628,3.28416,1.67079,1.50179,2.01574,2.3527,2.8128,5.20827,2.78665,0.992967,1.88735,2.5508,2.79944,1.65727,3.05662,2.59695,1.7813,1.19709,1.92372,2.42011,1.09196,2.07899,0.925943,2.41502
"1384",3.88851,3.27997,3.7374,4.88186,2.01668,3.37138,2.04581,3.50369,5.5166,4.39502,4.48544,6.65236,2.84523,5.49904,5.59301,0.82125,3.32939,4.47204,5.53838,3.75992,2.21094,5.04549,4.03557,6.24557,4.65809,3.86793,3.10647,3.17971,2.04863,4.46254,5.04356,6.10111,4.78005,4.71317,4.61922,1.06319,4.96124,3.28465,2.03522,1.42791,4.78126,2.73009,4.30631,1.80335,14.2286,2.95244,2.2214,6.45349,11.7709,6.40452,4.81441,2.75768,2.04739,1.16389,1.40601,1.10677,7.76404,6.63292,2.74744,2.48891,1.73545,4.46297,3.45779,4.22847,0.578627,2.64468,1.94907,1.45336,4.6853,1.76671,1.99441,2.14188,1.30784,4.13815,2.12701,1.95991,4.69944,1.16071,4.77902,3.64435,2.77968,4.51758,5.53661,4.58866,4.43157,8.74064,6.69115,4.43663,3.97431,5.21566,6.1509,4.48767,4.02742,2.72112,4.31729,9.80651,11.9023,3.18083,3.43402,8.65493,1.85813,5.12957,4.44243,9.85791,3.19571,2.19157,11.9449,6.3315,2.80376,4.4752,0.980401,1.24442,2.33081,5.80323,3.32265,2.57934,2.20509,2.72278,10.8566,2.95075,3.52178,6.66639,2.3188,1.74357,6.33575,3.18457,11.6485,2.98814,0.881692,1.74451,2.05421,4.90658,5.5937,1.4726,9.95805,3.43555,1.36012,13.4088,8.03834,4.79947,6.71807,16,4.32747,25.7138,2.73215,3.56799,2.48267,4.92308,4.7451,4.59211,4.73114,1.42721
"1385",2.96416,1.16544,1.48798,1.7456,4.01279,7.2495,0.824124,1.51955,2.40385,1.63394,3.12379,5.47822,1.22381,3.11156,5.48452,2.18856,4.63343,4.61022,2.45988,2.7457,0.749886,2.27544,0.823385,3.75973,2.86198,3.22263,0.766523,1.05921,0.713924,1.62578,0.708162,7.58748,0.741729,1.46192,6.90628,1.15598,1.12381,1.6145,4.54632,1.41555,4.55609,2.63563,1.24322,2.47542,3.00682,1.07291,1.94244,1.13393,0.624246,2.8501,3.16022,3.27203,1.20035,2.07423,2.97878,1.19713,0.774224,2.00107,0.366083,1.90691,1.01746,5.01901,1.60124,3.18737,2.58283,2.18952,1.20686,1.56307,1.04312,2.01776,1.93404,2.24425,1.07346,2.46813,1.17145,1.35797,4.34846,1.1273,0.719841,1.59166,1.62967,1.29066,2.52672,3.8101,1.38114,1.22996,1.18001,0.960637,2.60367,2.276,2.80418,2.79049,1.25993,2.08482,1.81246,1.7751,14.18,1.96957,3.56221,3.81012,0.663533,2.10206,1.46859,1.474,0.984103,0.831806,1.73511,1.9457,0.974576,3.14846,0.6822,2.00818,0.921689,3.06356,0.655237,1.89409,1.35891,0.967462,4.5974,1.07031,1.24354,1.40346,0.917547,3.26751,1.23384,1.76521,4.84639,0.796312,2.5376,1.9177,1.31051,3.48223,1.37473,1.04649,13.9814,1.14806,2.00078,0.796755,4.47365,2.03,2.0846,3.992,7.12171,2.70953,2.75746,0.676151,1.84305,5.3199,3.64767,0.471809,1.73361,5.4405
